1,1,,,,,,,,,,,,
5,42,,,,,,,,,,,,
4,53,,,,,,,,,,,,
1,45,,,,,,,,,,,,
2,67,,,,,,,,,,,,
2,68,,,,,,,,,,,,
4,54,,,,,,,,,,,,
4,55,,,,,,,,,,,,
4,56,,,,,,,,,,,,
1,46,,,,,,,,,,,,
2,69,,,,,,,,,,,,
2,70,,,,,,,,,,,,
5,43,,,,,,,,,,,,
5,44,,,,,,,,,,,,
1,47,,,,,,,,,,,,
3,49,,,,,,,,,,,,
3,50,,,,,,,,,,,,
3,51,,,,,,,,,,,,
2,71,,,,,,,,,,,,
2,72,,,,,,,,,,,,
1,48,,,,,,,,,,,,
4,57,,,,,,,,,,,,
4,58,,,,,,,,,,,,
4,59,,,,,,,,,,,,
